#Category: All categories,,
#,,
#,#Month,#myspace: (Worldwide)
1,2004-01,0
2,2004-02,0
3,2004-03,0
4,2004-04,0
5,2004-05,0
6,2004-06,0
7,2004-07,1
8,2004-08,1
9,2004-09,1
10,2004-10,1
11,2004-11,1
12,2004-12,2
13,2005-01,2
14,2005-02,3
15,2005-03,4
16,2005-04,5
17,2005-05,6
18,2005-06,8
19,2005-07,10
20,2005-08,14
21,2005-09,16
22,2005-10,19
23,2005-11,25
24,2005-12,31
25,2006-01,33
26,2006-02,42
27,2006-03,45
28,2006-04,53
29,2006-05,56
30,2006-06,65
31,2006-07,74
32,2006-08,76
33,2006-09,75
34,2006-10,81
35,2006-11,82
36,2006-12,86
37,2007-01,89
38,2007-02,93
39,2007-03,91
40,2007-04,99
41,2007-05,94
42,2007-06,97
43,2007-07,100
44,2007-08,100
45,2007-09,89
46,2007-10,89
47,2007-11,90
48,2007-12,92
49,2008-01,88
50,2008-02,85
51,2008-03,83
52,2008-04,80
53,2008-05,85
54,2008-06,89
55,2008-07,89
56,2008-08,87
57,2008-09,81
58,2008-10,80
59,2008-11,76
60,2008-12,78
61,2009-01,73
62,2009-02,68
63,2009-03,65
64,2009-04,66
65,2009-05,63
66,2009-06,62
67,2009-07,61
68,2009-08,56
69,2009-09,49
70,2009-10,48
71,2009-11,47
72,2009-12,47
73,2010-01,42
74,2010-02,39
75,2010-03,37
76,2010-04,35
77,2010-05,31
78,2010-06,29
79,2010-07,31
80,2010-08,28
81,2010-09,22
82,2010-10,20
83,2010-11,18
84,2010-12,15
85,2011-01,12
86,2011-02,10
87,2011-03,9
88,2011-04,8
89,2011-05,7
90,2011-06,6
91,2011-07,6
92,2011-08,6
93,2011-09,5
94,2011-10,5
95,2011-11,4
96,2011-12,4
97,2012-01,4
98,2012-02,4
99,2012-03,3
100,2012-04,3
101,2012-05,3
102,2012-06,2
103,2012-07,2
104,2012-08,2
105,2012-09,2
106,2012-10,2
107,2012-11,2
108,2012-12,2
109,2013-01,2
110,2013-02,2
111,2013-03,2
112,2013-04,1
113,2013-05,1
114,2013-06,2
115,2013-07,1
116,2013-08,1
117,2013-09,1
118,2013-10,1
119,2013-11,1
120,2013-12,1
121,2014-01,1
122,2014-02,1
123,2014-03,1
124,2014-04,1
125,2014-05,1
126,2014-06,1
127,2014-07,1
128,2014-08,1
129,2014-09,1
130,2014-10,1
131,2014-11,1
132,2014-12,1
133,2015-01,1
134,2015-02,1
135,2015-03,1
136,2015-04,1
137,2015-05,1
138,2015-06,1
139,2015-07,1
140,2015-08,1
141,2015-09,1
